Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (Mb)
121.694,1,56.9,28.9%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7453.5,5.6
121.810,1,55.5,25.0%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
121.925,1,56.9,29.8%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
122.42,1,56.4,25.0%,50000,1100302720,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
122.144,1,56.9,28.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
122.222,1,57.4,28.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
122.300,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
122.378,1,56.4,30.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.1,5.7
122.455,1,56.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
122.532,1,56.9,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
122.610,1,56.9,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
122.688,1,56.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
122.766,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
122.844,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
122.921,1,57.4,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
122.999,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.1,5.7
123.75,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
123.153,1,57.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
123.231,1,57.4,23.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
123.308,1,56.9,34.4%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
123.386,1,56.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
123.464,1,56.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
123.543,1,58.4,34.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
123.622,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
123.699,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.9,5.7
123.776,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
123.853,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
123.932,1,56.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
124.10,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
124.89,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
124.167,1,57.4,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
124.245,1,56.9,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
124.323,1,57.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
124.399,1,56.9,23.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
124.478,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
124.556,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
124.633,1,57.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.1,5.7
124.711,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
124.789,1,57.9,33.3%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7451.8,5.7
124.866,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.7,5.7
124.952,1,56.9,26.2%,50000,1000265600,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.6,5.6
125.62,1,56.9,30.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.5,5.6
125.140,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.6,5.6
125.217,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.5,5.6
125.294,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.4,5.6
125.372,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
125.449,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.8,5.6
125.527,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
125.604,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.0,5.6
125.682,1,58.4,31.2%,50000,1800404352,500000992,0.8500,1.1000,1.1000,1.1000,7898.4,7456.9,5.6
125.776,1,57.4,28.3%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7457.8,5.6
125.897,1,57.4,31.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7456.9,5.6
126.9,1,57.4,26.2%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7455.5,5.6
126.123,1,56.9,25.6%,50000,1200339840,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7454.4,5.6
126.233,1,57.4,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
126.316,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
126.395,1,58.4,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
126.473,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
126.550,1,57.9,27.6%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7449.6,5.7
126.627,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
126.705,1,57.9,29.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
126.784,1,58.4,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
126.861,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
126.938,1,58.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
127.16,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
127.94,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
127.172,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
127.250,1,57.9,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
127.327,1,57.9,24.1%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
127.404,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.8,5.7
127.482,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
127.560,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.0,5.7
127.638,1,57.9,31.2%,50000,1200339840,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
127.735,1,56.9,25.0%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
127.851,1,57.4,25.6%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
127.961,1,56.4,28.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
128.42,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
128.120,1,57.9,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
128.197,1,57.9,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
128.274,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
128.352,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
128.431,1,57.4,23.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
128.508,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.4,5.7
128.585,1,57.4,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
128.663,1,57.4,28.6%,50000,1000265600,299755360,0.8500,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
128.777,1,57.9,26.1%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7451.9,5.7
128.894,1,57.4,27.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
129.3,1,56.9,27.9%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7452.4,5.6
129.112,1,56.9,29.5%,50000,1200339840,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
129.210,1,57.9,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.9,5.6
129.287,1,56.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.7,5.6
129.365,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
129.442,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
129.519,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.9,5.6
129.598,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.1,5.6
129.676,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.5,5.6
129.753,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.6,5.6
129.830,1,56.9,29.0%,50000,1800457088,500000992,0.8500,1.1000,1.1000,1.1000,7898.4,7459.5,5.6
129.919,1,57.4,31.8%,50000,1100249984,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.0,5.6
130.21,1,57.4,27.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.3,5.6
130.98,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
130.176,1,57.9,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.9,5.6
130.253,1,56.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.7,5.6
130.330,1,57.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.8,5.6
130.407,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.5,5.6
130.485,1,58.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.0,5.6
130.563,1,57.4,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
130.640,1,59.4,25.0%,50000,1800404352,500000992,0.8500,1.1000,1.1000,1.1000,7898.4,7459.2,5.6
130.732,1,57.4,25.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7456.8,5.6
130.851,1,56.4,25.6%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7453.9,5.6
130.959,1,56.9,28.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
131.69,1,57.9,23.8%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
131.184,1,57.9,26.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.6,5.7
131.270,1,56.9,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
131.347,1,56.9,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
131.424,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
131.500,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
131.578,1,57.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
131.655,1,57.4,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.9,5.7
131.734,1,57.9,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
131.811,1,57.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
131.888,1,56.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
131.967,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.3,5.7
132.44,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.2,5.7
132.121,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
132.199,1,57.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
132.276,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
132.355,1,58.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
132.432,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
132.509,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
132.587,1,57.9,26.7%,50000,1200339840,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
132.683,1,57.4,31.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
132.772,1,57.9,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
132.849,1,56.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
132.926,1,58.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
133.4,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
133.82,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
133.160,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
133.238,1,57.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
133.316,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
133.393,1,57.9,25.8%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
133.500,1,57.9,34.0%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
133.619,1,56.9,30.4%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
133.729,1,56.9,30.2%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
133.836,1,58.4,25.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.7,5.7
133.914,1,57.4,25.8%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
133.991,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
134.69,1,56.9,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
134.146,1,57.4,27.6%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
134.223,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
134.300,1,56.9,21.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
134.377,1,57.4,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7451.6,5.7
134.455,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.1,5.7
134.532,1,57.4,28.9%,50000,1000265600,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7452.1,5.7
134.650,1,58.4,26.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.9,5.7
134.728,1,58.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.6,5.6
134.805,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.1,5.6
134.883,1,57.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.9,5.6
134.960,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
135.37,1,57.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
135.114,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.6,5.6
135.192,1,58.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
135.270,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
135.351,1,57.9,25.0%,50000,1000265600,299755360,0.9160,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
135.467,1,57.4,27.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
135.544,1,56.9,34.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
135.621,1,57.4,31.3%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
135.699,1,57.9,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7454.7,5.6
135.776,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.8,5.6
135.853,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.0,5.6
135.931,1,58.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.5,5.6
136.8,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.0,5.6
136.85,1,57.9,32.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.5,5.6
136.168,1,56.9,29.3%,50000,1100302720,324856928,0.9160,1.1000,1.1000,1.1000,7898.4,7457.8,5.6
136.274,1,57.9,30.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.9,5.6
136.351,1,57.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.1,5.6
136.428,1,57.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.8,5.6
136.506,1,56.9,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.4,5.6
136.584,1,57.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.5,5.6
136.662,1,58.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.0,5.6
136.740,1,58.9,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.5,5.6
136.818,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.5,5.6
136.896,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
136.979,1,58.4,26.3%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7456.0,5.6
137.90,1,58.4,22.0%,50000,1100249984,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7457.7,5.6
137.203,1,56.4,29.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.8,5.6
137.298,1,57.4,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.8,5.6
137.375,1,57.9,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.1,5.6
137.453,1,57.9,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7454.4,5.6
137.530,1,57.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
137.607,1,58.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
137.684,1,57.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.9,5.7
137.764,1,57.9,25.8%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7447.7,5.7
137.841,1,59.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
137.919,1,58.4,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
137.996,1,57.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
138.75,1,57.4,34.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
138.151,1,57.4,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.5,5.7
138.229,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.6,5.6
138.306,1,57.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
138.384,1,59.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
138.462,1,57.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
138.539,1,57.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.0,5.6
138.616,1,58.4,29.0%,50000,1800404352,500000992,0.8500,1.1000,1.1000,1.1000,7898.4,7455.4,5.6
138.708,1,57.4,28.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.2,5.6
138.811,1,57.9,32.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
138.888,1,57.9,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.7,5.6
138.966,1,57.4,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.3,5.6
139.43,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.8,5.6
139.121,1,57.9,32.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
139.199,1,57.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.8,5.7
139.276,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
139.354,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
139.431,1,57.9,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.4,5.7
139.508,1,56.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.1,5.7
139.585,1,57.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
139.662,1,58.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
139.741,1,57.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
139.817,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.6,5.7
139.895,1,57.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
139.973,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
140.51,1,57.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
140.128,1,58.4,29.0%,50000,1800457088,500000992,0.8500,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
140.214,1,57.4,26.3%,50000,1200287104,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
140.312,1,57.9,32.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
140.389,1,57.9,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
140.466,1,58.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
